DEPTH,GR
333.908,12.375
334.061,11.594
334.213,14.117
334.366,13.32
334.518,14.383
334.67,15.508
334.823,14.93
334.975,12.898
335.128,11.164
335.28,12.133
335.432,12.898
335.585,11.578
335.737,11.047
335.89,10.688
336.042,12.484
336.194,12.461
336.347,14.133
336.499,13.672
336.652,16.313
336.804,16.563
336.956,16.578
337.109,14.18
337.261,14.344
337.414,12.805
337.566,13.711
337.718,14.352
337.871,13.969
338.023,12.063
338.176,9.68
338.328,9.852
338.48,8.906
338.633,9.508
338.785,8.625
338.938,11.313
339.09,13.328
339.242,14.203
339.395,12.852
339.547,11.234
339.7,11.453
339.852,12.961
340.004,11.953
340.157,13.844
340.309,13.5
340.462,15.023
340.614,12.727
340.766,12.422
340.919,10.734
341.071,10.711
341.224,10.211
341.376,12.766
341.528,13.945
341.681,12.391
341.833,9.789
341.986,9.016
342.138,10.375
342.29,11.766
342.443,11.359
342.595,11.352
342.748,12.336
342.9,13.727
343.052,14.383
343.205,12.617
343.357,12.094
343.51,12.398
343.662,12.867
343.814,12.797
343.967,10.781
344.119,10.906
344.272,9.906
344.424,9.031
344.576,6.945
344.729,6.602
344.881,8.141
345.034,7.941
345.186,7.563
345.338,7.336
345.491,10.203
345.643,11.141
345.796,10.805
345.948,10.531
346.1,10.156
346.253,11.578
346.405,9.711
346.558,10.289
346.71,8.859
346.862,9.656
347.015,11.203
347.167,11.406
347.32,12.508
347.472,9.617
347.624,9.102
347.777,7.621
347.929,7.672
348.082,8.57
348.234,9.164
348.386,10.461
348.539,10.828
348.691,11.68
348.844,11.461
348.996,12.555
349.148,12.25
349.301,12.25
349.453,10.211
349.606,8.375
349.758,8.969
349.91,11.281
350.063,14.867
350.215,17.281
350.368,16.141
350.52,17.109
350.672,16.422
350.825,21.875
350.977,22.828
351.13,24.203
351.282,21.234
351.434,20.297
351.587,20.719
351.739,19.203
351.892,18.75
352.044,16.797
352.196,17.609
352.349,14.953
352.501,16.672
352.654,16.984
352.806,16.781
352.958,15.516
353.111,15.828
353.263,15.82
353.416,14.719
353.568,14.992
353.72,17.609
353.873,18.047
354.025,16.313
354.178,12.203
354.33,11.242
354.482,13.156
354.635,14.078
354.787,14.609
354.94,11.742
355.092,12.328
355.244,11.813
355.397,13.563
355.549,12.922
355.702,11.75
355.854,10.266
356.006,9.93
356.159,10.523
356.311,12.195
356.464,12.313
356.616,12.461
356.768,11.664
356.921,14.43
357.073,13.625
357.226,13.266
357.378,11.594
357.53,10.484
357.683,8.547
357.835,7.676
357.988,9.023
358.14,10.234
358.292,11.258
358.445,11.031
358.597,11.75
358.75,13.109
358.902,14.125
359.054,12.773
359.207,9.742
359.359,11.477
359.512,13.836
359.664,16.656
359.816,16.734
359.969,16.313
360.121,15.664
360.274,16.563
360.426,17.406
360.578,18.234
360.731,17.938
360.883,16.891
361.036,16.078
361.188,12.875
361.34,12.492
361.493,10.719
361.645,12.445
361.798,13.242
361.95,14.891
362.102,13.586
362.255,13.375
362.407,14.141
362.56,15.297
362.712,14.883
362.864,13.328
363.017,11.164
363.169,11.359
363.322,12.336
363.474,13.336
363.626,12.203
363.779,10.156
363.931,11.305
364.084,10.711
364.236,12.352
364.388,11.625
364.541,13.359
364.693,13.453
364.846,13.195
364.998,14.055
365.15,12.992
365.303,11.305
365.455,9.133
365.608,8.961
365.76,10.484
365.912,10.469
366.065,11.055
366.217,10.859
366.37,12.414
366.522,15.273
366.674,16.125
366.827,15.516
366.979,14.164
